Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-18 09:30:00-04:00,133.5399932861328,133.80999755859375,133.44000244140625,133.5,127854,0.0,0.0
2024-10-18 09:31:00-04:00,133.50999450683594,133.6699981689453,133.50999450683594,133.6699981689453,1099,0.0,0.0
2024-10-18 09:32:00-04:00,133.51499938964844,133.9199981689453,133.51499938964844,133.71499633789062,6750,0.0,0.0
2024-10-18 09:33:00-04:00,133.5399932861328,133.5399932861328,133.22000122070312,133.33999633789062,2785,0.0,0.0
2024-10-18 09:34:00-04:00,133.1999969482422,133.2100067138672,133.1999969482422,133.2100067138672,1033,0.0,0.0
2024-10-18 09:35:00-04:00,133.14999389648438,133.16000366210938,133.02999877929688,133.02999877929688,1299,0.0,0.0
2024-10-18 09:36:00-04:00,133.25,133.2550048828125,133.25,133.2550048828125,1078,0.0,0.0
2024-10-18 09:38:00-04:00,133.74000549316406,133.74000549316406,133.5449981689453,133.5449981689453,1853,0.0,0.0
2024-10-18 09:39:00-04:00,133.75999450683594,133.77000427246094,133.75999450683594,133.77000427246094,793,0.0,0.0
2024-10-18 09:40:00-04:00,133.63999938964844,133.63999938964844,133.5,133.5,2356,0.0,0.0
2024-10-18 09:41:00-04:00,133.35000610351562,133.35000610351562,133.1999969482422,133.20950317382812,966,0.0,0.0
2024-10-18 09:42:00-04:00,133.1699981689453,133.2100067138672,133.1699981689453,133.2100067138672,1240,0.0,0.0
2024-10-18 09:43:00-04:00,133.2100067138672,133.35000610351562,133.2100067138672,133.32000732421875,1562,0.0,0.0
2024-10-18 09:44:00-04:00,133.2100067138672,133.2100067138672,133.05999755859375,133.05999755859375,1804,0.0,0.0
2024-10-18 09:46:00-04:00,133.18409729003906,133.18409729003906,133.18409729003906,133.18409729003906,126,0.0,0.0
2024-10-18 09:47:00-04:00,133.19500732421875,133.35000610351562,133.17999267578125,133.3300018310547,1653,0.0,0.0
2024-10-18 09:48:00-04:00,133.52000427246094,133.52000427246094,133.52000427246094,133.52000427246094,351,0.0,0.0
2024-10-18 09:49:00-04:00,133.55999755859375,133.58999633789062,133.55999755859375,133.58999633789062,648,0.0,0.0
2024-10-18 09:50:00-04:00,133.38999938964844,133.42999267578125,133.3699951171875,133.40499877929688,3717,0.0,0.0
2024-10-18 09:51:00-04:00,133.3000030517578,133.35000610351562,133.1999969482422,133.35000610351562,2037,0.0,0.0
2024-10-18 09:52:00-04:00,133.375,133.375,133.1999969482422,133.1999969482422,0,0.0,0.0
2024-10-18 09:53:00-04:00,133.19000244140625,133.2100067138672,133.19000244140625,133.2100067138672,1921,0.0,0.0
2024-10-18 09:55:00-04:00,133.13999938964844,133.13999938964844,132.9550018310547,132.9550018310547,2190,0.0,0.0
2024-10-18 09:56:00-04:00,132.9680938720703,132.9680938720703,132.9680938720703,132.9680938720703,396,0.0,0.0
2024-10-18 09:57:00-04:00,133.02000427246094,133.02000427246094,132.88999938964844,132.88999938964844,4955,0.0,0.0
2024-10-18 09:58:00-04:00,132.7899932861328,132.85000610351562,132.77999877929688,132.77999877929688,1536,0.0,0.0
2024-10-18 09:59:00-04:00,132.69180297851562,132.75999450683594,132.67999267578125,132.75999450683594,2277,0.0,0.0
2024-10-18 10:00:00-04:00,132.77999877929688,132.77999877929688,132.57000732421875,132.57000732421875,1981,0.0,0.0
2024-10-18 10:01:00-04:00,132.4600067138672,132.58999633789062,132.4199981689453,132.5800018310547,4142,0.0,0.0
2024-10-18 10:02:00-04:00,132.58999633789062,132.64999389648438,132.4600067138672,132.64999389648438,4325,0.0,0.0
2024-10-18 10:03:00-04:00,132.7899932861328,132.7899932861328,132.66000366210938,132.66000366210938,1900,0.0,0.0
2024-10-18 10:04:00-04:00,132.77000427246094,132.77999877929688,132.72999572753906,132.72999572753906,2649,0.0,0.0
2024-10-18 10:05:00-04:00,132.74000549316406,132.74000549316406,132.69500732421875,132.69500732421875,2725,0.0,0.0
2024-10-18 10:06:00-04:00,132.58999633789062,132.58999633789062,132.5800018310547,132.5800018310547,1109,0.0,0.0
2024-10-18 10:07:00-04:00,132.72999572753906,132.72999572753906,132.72999572753906,132.72999572753906,0,0.0,0.0
