Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-18 10:41:00-04:00,132.24000549316406,132.24000549316406,132.1300048828125,132.19000244140625,132.19000244140625,2994
2024-10-18 10:42:00-04:00,132.17030334472656,132.23500061035156,132.14999389648438,132.23500061035156,132.23500061035156,2614
2024-10-18 10:43:00-04:00,132.2375030517578,132.24249267578125,132.1199951171875,132.1699981689453,132.1699981689453,4291
2024-10-18 10:44:00-04:00,132.13040161132812,132.1750030517578,132.13040161132812,132.1750030517578,132.1750030517578,2537
2024-10-18 10:45:00-04:00,132.1750030517578,132.17750549316406,132.1750030517578,132.17750549316406,132.17750549316406,1035
2024-10-18 10:46:00-04:00,132.1199951171875,132.14500427246094,132.1199951171875,132.14500427246094,132.14500427246094,1933
2024-10-18 10:47:00-04:00,132.1300048828125,132.14500427246094,131.99929809570312,132.06500244140625,132.06500244140625,4108
2024-10-18 10:48:00-04:00,132.06500244140625,132.14999389648438,132.05499267578125,132.14500427246094,132.14500427246094,5596
2024-10-18 10:49:00-04:00,132.14500427246094,132.16000366210938,132.10000610351562,132.14999389648438,132.14999389648438,3497
2024-10-18 10:50:00-04:00,132.08999633789062,132.19000244140625,132.08999633789062,132.16749572753906,132.16749572753906,3300
2024-10-18 10:51:00-04:00,132.18499755859375,132.33999633789062,132.17999267578125,132.30999755859375,132.30999755859375,5541
2024-10-18 10:52:00-04:00,132.30999755859375,132.42999267578125,132.25,132.33999633789062,132.33999633789062,2391
2024-10-18 10:53:00-04:00,132.3800048828125,132.3800048828125,132.375,132.375,132.375,1653
2024-10-18 10:54:00-04:00,132.3300018310547,132.36000061035156,132.27000427246094,132.36000061035156,132.36000061035156,3669
2024-10-18 10:55:00-04:00,132.33270263671875,132.33270263671875,132.27000427246094,132.27000427246094,132.27000427246094,1066
2024-10-18 10:56:00-04:00,132.1999969482422,132.30999755859375,132.1999969482422,132.27999877929688,132.27999877929688,1283
2024-10-18 10:57:00-04:00,132.25,132.36000061035156,132.25,132.2899932861328,132.2899932861328,1282
2024-10-18 10:58:00-04:00,132.2899932861328,132.2899932861328,132.25,132.25,132.25,1943
2024-10-18 10:59:00-04:00,132.27999877929688,132.27999877929688,132.22999572753906,132.26499938964844,132.26499938964844,1779
2024-10-18 11:00:00-04:00,132.22999572753906,132.22999572753906,132.08999633789062,132.1300048828125,132.1300048828125,4604
2024-10-18 11:01:00-04:00,132.11000061035156,132.11000061035156,132.11000061035156,132.11000061035156,132.11000061035156,251
2024-10-18 11:02:00-04:00,132.05999755859375,132.05999755859375,131.94000244140625,131.94000244140625,131.94000244140625,1289
2024-10-18 11:03:00-04:00,132.02499389648438,132.02499389648438,132.02499389648438,132.02499389648438,132.02499389648438,1048
2024-10-18 11:04:00-04:00,131.94000244140625,131.94000244140625,131.94000244140625,131.94000244140625,131.94000244140625,463
2024-10-18 11:05:00-04:00,131.94000244140625,131.94000244140625,131.92999267578125,131.92999267578125,131.92999267578125,1301
2024-10-18 11:06:00-04:00,131.89999389648438,131.94703674316406,131.8699951171875,131.92820739746094,131.92820739746094,2328
2024-10-18 11:07:00-04:00,131.92999267578125,132.1199951171875,131.92999267578125,132.10499572753906,132.10499572753906,7554
2024-10-18 11:08:00-04:00,132.1156005859375,132.1156005859375,132.1156005859375,132.1156005859375,132.1156005859375,517
2024-10-18 11:09:00-04:00,132.11500549316406,132.11500549316406,132.0399932861328,132.0399932861328,132.0399932861328,417
2024-10-18 11:10:00-04:00,132.11000061035156,132.19000244140625,132.09500122070312,132.1300048828125,132.1300048828125,1479
2024-10-18 11:11:00-04:00,132.11500549316406,132.11500549316406,132.11500549316406,132.11500549316406,132.11500549316406,329
2024-10-18 11:12:00-04:00,132.17999267578125,132.17999267578125,132.1013946533203,132.125,132.125,734
2024-10-18 11:13:00-04:00,132.16000366210938,132.16000366210938,132.125,132.16000366210938,132.16000366210938,1263
2024-10-18 11:14:00-04:00,132.125,132.16990661621094,132.07000732421875,132.07000732421875,132.07000732421875,1989
2024-10-18 11:15:00-04:00,132.07000732421875,132.13999938964844,132.07000732421875,132.1199951171875,132.1199951171875,1761
2024-10-18 11:16:00-04:00,132.16000366210938,132.16000366210938,132.07000732421875,132.07000732421875,132.07000732421875,1138
2024-10-18 11:17:00-04:00,132.1199951171875,132.17999267578125,132.11300659179688,132.14999389648438,132.14999389648438,3717
2024-10-18 11:18:00-04:00,132.14999389648438,132.22000122070312,132.14999389648438,132.19500732421875,132.19500732421875,4861
2024-10-18 11:19:00-04:00,132.1699981689453,132.2100067138672,132.1699981689453,132.2100067138672,132.2100067138672,1137
2024-10-18 11:20:00-04:00,132.22000122070312,132.22000122070312,132.1300048828125,132.1300048828125,132.1300048828125,3906
2024-10-18 11:21:00-04:00,132.1300048828125,132.17999267578125,132.1300048828125,132.1699981689453,132.1699981689453,2310
2024-10-18 11:22:00-04:00,132.11000061035156,132.11000061035156,132.0749969482422,132.07749938964844,132.07749938964844,2093
2024-10-18 11:23:00-04:00,132.0500030517578,132.0500030517578,132.00999450683594,132.00999450683594,132.00999450683594,1126
2024-10-18 11:24:00-04:00,132.01280212402344,132.01280212402344,131.91000366210938,131.91000366210938,131.91000366210938,2382
2024-10-18 11:25:00-04:00,131.8975067138672,131.89999389648438,131.89500427246094,131.89500427246094,131.89500427246094,2160
2024-10-18 11:26:00-04:00,131.8300018310547,131.8300018310547,131.75,131.7899932861328,131.7899932861328,5614
2024-10-18 11:27:00-04:00,131.8000030517578,131.90989685058594,131.7899932861328,131.90989685058594,131.90989685058594,9261
2024-10-18 11:29:00-04:00,131.875,131.875,131.82000732421875,131.82000732421875,131.82000732421875,36722
2024-10-18 11:30:00-04:00,131.88499450683594,132.0399932861328,131.88499450683594,132.0,132.0,6259
2024-10-18 11:31:00-04:00,132.08999633789062,132.08999633789062,132.08999633789062,132.08999633789062,132.08999633789062,666
2024-10-18 11:32:00-04:00,132.1199951171875,132.1300048828125,132.0399932861328,132.1300048828125,132.1300048828125,3558
2024-10-18 11:33:00-04:00,132.11000061035156,132.11000061035156,132.0399932861328,132.0399932861328,132.0399932861328,3796
2024-10-18 11:34:00-04:00,132.0399932861328,132.0399932861328,132.0399932861328,132.0399932861328,132.0399932861328,155
2024-10-18 11:35:00-04:00,132.0399932861328,132.0800018310547,131.97000122070312,132.00999450683594,132.00999450683594,3327
2024-10-18 11:36:00-04:00,132.0500030517578,132.1999969482422,132.0500030517578,132.1999969482422,132.1999969482422,3403
2024-10-18 11:37:00-04:00,132.14430236816406,132.14430236816406,132.11000061035156,132.1199951171875,132.1199951171875,1171
2024-10-18 11:38:00-04:00,132.18499755859375,132.25,132.1300048828125,132.1300048828125,132.1300048828125,808
2024-10-18 11:39:00-04:00,132.1300048828125,132.24000549316406,132.1300048828125,132.24000549316406,132.24000549316406,706
2024-10-18 11:40:00-04:00,132.14999389648438,132.25,132.14999389648438,132.25,132.25,476
2024-10-18 11:41:00-04:00,132.25999450683594,132.27000427246094,132.16110229492188,132.22000122070312,132.22000122070312,4627
2024-10-18 11:42:00-04:00,132.1699981689453,132.1699981689453,132.1699981689453,132.1699981689453,132.1699981689453,202
2024-10-18 11:43:00-04:00,132.1699981689453,132.22500610351562,132.1699981689453,132.21499633789062,132.21499633789062,8111
2024-10-18 11:44:00-04:00,132.1699981689453,132.22000122070312,132.1300048828125,132.22000122070312,132.22000122070312,5832
2024-10-18 11:45:00-04:00,132.22999572753906,132.22999572753906,132.1999969482422,132.1999969482422,132.1999969482422,607
2024-10-18 11:46:00-04:00,132.1999969482422,132.25999450683594,132.1999969482422,132.25999450683594,132.25999450683594,4673
2024-10-18 11:47:00-04:00,132.25,132.39999389648438,132.25,132.39999389648438,132.39999389648438,3297
2024-10-18 11:48:00-04:00,132.4600067138672,132.5,132.44000244140625,132.5,132.5,4072
2024-10-18 11:49:00-04:00,132.49000549316406,132.55999755859375,132.49000549316406,132.55999755859375,132.55999755859375,969
2024-10-18 11:50:00-04:00,132.55499267578125,132.55499267578125,132.4600067138672,132.4600067138672,132.4600067138672,2520
2024-10-18 11:51:00-04:00,132.4600067138672,132.5,132.44000244140625,132.44000244140625,132.44000244140625,2302
2024-10-18 11:52:00-04:00,132.4600067138672,132.46499633789062,132.42999267578125,132.42999267578125,132.42999267578125,0
2024-10-18 11:53:00-04:00,132.42999267578125,132.4499969482422,132.31500244140625,132.31500244140625,132.31500244140625,4076
2024-10-18 11:54:00-04:00,132.35000610351562,132.35000610351562,132.32000732421875,132.34500122070312,132.34500122070312,641
2024-10-18 11:55:00-04:00,132.30999755859375,132.38499450683594,132.3000030517578,132.38499450683594,132.38499450683594,3792
2024-10-18 11:57:00-04:00,132.3300018310547,132.41000366210938,132.3300018310547,132.41000366210938,132.41000366210938,1273
2024-10-18 11:58:00-04:00,132.41000366210938,132.47999572753906,132.3625946044922,132.3625946044922,132.3625946044922,2594
2024-10-18 11:59:00-04:00,132.39999389648438,132.47000122070312,132.39999389648438,132.47000122070312,132.47000122070312,1129
2024-10-18 12:00:00-04:00,132.44500732421875,132.47999572753906,132.44500732421875,132.47999572753906,132.47999572753906,2634
2024-10-18 12:01:00-04:00,132.4862060546875,132.4862060546875,132.4600067138672,132.48500061035156,132.48500061035156,695
2024-10-18 12:02:00-04:00,132.48500061035156,132.56500244140625,132.48500061035156,132.56500244140625,132.56500244140625,2157
2024-10-18 12:03:00-04:00,132.5635986328125,132.6300048828125,132.5635986328125,132.6300048828125,132.6300048828125,1323
2024-10-18 12:04:00-04:00,132.59750366210938,132.6699981689453,132.59750366210938,132.6699981689453,132.6699981689453,2882
2024-10-18 12:05:00-04:00,132.63999938964844,132.63999938964844,132.5800018310547,132.5800018310547,132.5800018310547,5549
2024-10-18 12:06:00-04:00,132.5749969482422,132.5749969482422,132.5749969482422,132.5749969482422,132.5749969482422,356
2024-10-18 12:07:00-04:00,132.5050048828125,132.5050048828125,132.5050048828125,132.5050048828125,132.5050048828125,0
