Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-18 09:30:00-04:00,133.5399932861328,133.80999755859375,133.44000244140625,133.5,133.5,127854
2024-10-18 09:31:00-04:00,133.50999450683594,133.6699981689453,133.50999450683594,133.6699981689453,133.6699981689453,1099
2024-10-18 09:32:00-04:00,133.51499938964844,133.9199981689453,133.51499938964844,133.71499633789062,133.71499633789062,6750
2024-10-18 09:33:00-04:00,133.5399932861328,133.5399932861328,133.22000122070312,133.33999633789062,133.33999633789062,2785
2024-10-18 09:34:00-04:00,133.1999969482422,133.2100067138672,133.1999969482422,133.2100067138672,133.2100067138672,1033
2024-10-18 09:35:00-04:00,133.14999389648438,133.16000366210938,133.02999877929688,133.02999877929688,133.02999877929688,1299
2024-10-18 09:36:00-04:00,133.25,133.2550048828125,133.25,133.2550048828125,133.2550048828125,1078
2024-10-18 09:38:00-04:00,133.74000549316406,133.74000549316406,133.5449981689453,133.5449981689453,133.5449981689453,1853
2024-10-18 09:39:00-04:00,133.75999450683594,133.77000427246094,133.75999450683594,133.77000427246094,133.77000427246094,793
2024-10-18 09:40:00-04:00,133.63999938964844,133.63999938964844,133.5,133.5,133.5,2356
2024-10-18 09:41:00-04:00,133.35000610351562,133.35000610351562,133.1999969482422,133.20950317382812,133.20950317382812,966
2024-10-18 09:42:00-04:00,133.1699981689453,133.2100067138672,133.1699981689453,133.2100067138672,133.2100067138672,1240
2024-10-18 09:43:00-04:00,133.2100067138672,133.35000610351562,133.2100067138672,133.32000732421875,133.32000732421875,1562
2024-10-18 09:44:00-04:00,133.2100067138672,133.2100067138672,133.05999755859375,133.05999755859375,133.05999755859375,1804
2024-10-18 09:46:00-04:00,133.18409729003906,133.18409729003906,133.18409729003906,133.18409729003906,133.18409729003906,126
2024-10-18 09:47:00-04:00,133.19500732421875,133.35000610351562,133.17999267578125,133.3300018310547,133.3300018310547,1653
2024-10-18 09:48:00-04:00,133.52000427246094,133.52000427246094,133.52000427246094,133.52000427246094,133.52000427246094,351
2024-10-18 09:49:00-04:00,133.55999755859375,133.58999633789062,133.55999755859375,133.58999633789062,133.58999633789062,648
2024-10-18 09:50:00-04:00,133.38999938964844,133.42999267578125,133.3699951171875,133.40499877929688,133.40499877929688,3717
2024-10-18 09:51:00-04:00,133.3000030517578,133.35000610351562,133.1999969482422,133.35000610351562,133.35000610351562,2037
2024-10-18 09:52:00-04:00,133.35000610351562,133.375,133.1999969482422,133.1999969482422,133.1999969482422,1272
2024-10-18 09:53:00-04:00,133.1999969482422,133.2100067138672,133.19000244140625,133.2100067138672,133.2100067138672,1870
2024-10-18 09:55:00-04:00,133.13999938964844,133.14999389648438,132.9550018310547,132.9550018310547,132.9550018310547,2190
2024-10-18 09:56:00-04:00,132.9680938720703,132.9680938720703,132.9680938720703,132.9680938720703,132.9680938720703,385
2024-10-18 09:57:00-04:00,133.02000427246094,133.02000427246094,132.88999938964844,132.88999938964844,132.88999938964844,4811
2024-10-18 09:58:00-04:00,132.80999755859375,132.85000610351562,132.77999877929688,132.77999877929688,132.77999877929688,1691
2024-10-18 09:59:00-04:00,132.69180297851562,132.75999450683594,132.67999267578125,132.75999450683594,132.75999450683594,1991
2024-10-18 10:00:00-04:00,132.74000549316406,132.8000030517578,132.57000732421875,132.57000732421875,132.57000732421875,2441
2024-10-18 10:01:00-04:00,132.4600067138672,132.58999633789062,132.4199981689453,132.5800018310547,132.5800018310547,4152
2024-10-18 10:02:00-04:00,132.60000610351562,132.64999389648438,132.4600067138672,132.64999389648438,132.64999389648438,3860
2024-10-18 10:03:00-04:00,132.72000122070312,132.7899932861328,132.66000366210938,132.66000366210938,132.66000366210938,2211
2024-10-18 10:04:00-04:00,132.77999877929688,132.77999877929688,132.72999572753906,132.72999572753906,132.72999572753906,2619
2024-10-18 10:05:00-04:00,132.74000549316406,132.74000549316406,132.64999389648438,132.69500732421875,132.69500732421875,2761
2024-10-18 10:06:00-04:00,132.58999633789062,132.58999633789062,132.5800018310547,132.5800018310547,132.5800018310547,1186
2024-10-18 10:07:00-04:00,132.72999572753906,132.74000549316406,132.6699981689453,132.68890380859375,132.68890380859375,2033
2024-10-18 10:08:00-04:00,132.6199951171875,132.75,132.55999755859375,132.62890625,132.62890625,2594
2024-10-18 10:09:00-04:00,132.55999755859375,132.61500549316406,132.5500030517578,132.5500030517578,132.5500030517578,2429
2024-10-18 10:10:00-04:00,132.5500030517578,132.5800018310547,132.4949951171875,132.4949951171875,132.4949951171875,1795
2024-10-18 10:11:00-04:00,132.44000244140625,132.44000244140625,132.10000610351562,132.10000610351562,132.10000610351562,4870
2024-10-18 10:12:00-04:00,132.00999450683594,132.00999450683594,131.77000427246094,131.94000244140625,131.94000244140625,5838
2024-10-18 10:13:00-04:00,131.99000549316406,132.00999450683594,131.8800048828125,131.8800048828125,131.8800048828125,4868
2024-10-18 10:14:00-04:00,131.89500427246094,132.0399932861328,131.89500427246094,132.0399932861328,132.0399932861328,1895
2024-10-18 10:15:00-04:00,131.97000122070312,132.0399932861328,131.97000122070312,132.02999877929688,132.02999877929688,1956
2024-10-18 10:16:00-04:00,132.0399932861328,132.0800018310547,132.0,132.05499267578125,132.05499267578125,2525
2024-10-18 10:17:00-04:00,132.07000732421875,132.07000732421875,132.07000732421875,132.07000732421875,132.07000732421875,1155
2024-10-18 10:18:00-04:00,132.0449981689453,132.0449981689453,131.9499969482422,131.9499969482422,131.9499969482422,2253
2024-10-18 10:19:00-04:00,132.0,132.0220947265625,131.95770263671875,132.01499938964844,132.01499938964844,948
2024-10-18 10:20:00-04:00,131.94000244140625,132.11000061035156,131.85549926757812,131.95010375976562,131.95010375976562,5249
2024-10-18 10:21:00-04:00,132.10000610351562,132.10000610351562,132.10000610351562,132.10000610351562,132.10000610351562,841
2024-10-18 10:22:00-04:00,132.13999938964844,132.13999938964844,132.13999938964844,132.13999938964844,132.13999938964844,638
2024-10-18 10:23:00-04:00,132.1300048828125,132.14999389648438,131.9199981689453,131.93499755859375,131.93499755859375,6944
2024-10-18 10:24:00-04:00,131.89999389648438,131.89999389648438,131.89999389648438,131.89999389648438,131.89999389648438,819
2024-10-18 10:25:00-04:00,131.94500732421875,131.94500732421875,131.94500732421875,131.94500732421875,131.94500732421875,422
2024-10-18 10:26:00-04:00,131.97999572753906,132.03500366210938,131.9499969482422,131.9550018310547,131.9550018310547,1130
2024-10-18 10:27:00-04:00,132.0800018310547,132.11000061035156,131.99000549316406,132.02999877929688,132.02999877929688,1895
2024-10-18 10:28:00-04:00,132.13999938964844,132.17999267578125,132.10000610351562,132.13499450683594,132.13499450683594,2344
2024-10-18 10:29:00-04:00,132.09300231933594,132.19000244140625,132.09300231933594,132.16000366210938,132.16000366210938,1329
2024-10-18 10:30:00-04:00,132.19000244140625,132.25,132.1199951171875,132.1199951171875,132.1199951171875,5097
2024-10-18 10:31:00-04:00,132.08999633789062,132.1999969482422,132.00999450683594,132.1999969482422,132.1999969482422,7246
2024-10-18 10:32:00-04:00,132.27999877929688,132.35000610351562,132.27999877929688,132.35000610351562,132.35000610351562,1975
2024-10-18 10:33:00-04:00,132.25999450683594,132.25999450683594,132.2550048828125,132.2550048828125,132.2550048828125,726
2024-10-18 10:34:00-04:00,132.1945037841797,132.28500366210938,132.1945037841797,132.28500366210938,132.28500366210938,1452
2024-10-18 10:35:00-04:00,132.32000732421875,132.33999633789062,132.25999450683594,132.2949981689453,132.2949981689453,1776
2024-10-18 10:36:00-04:00,132.3699951171875,132.38499450683594,132.2899932861328,132.2899932861328,132.2899932861328,2048
2024-10-18 10:37:00-04:00,132.2899932861328,132.2949981689453,132.17999267578125,132.17999267578125,132.17999267578125,3279
2024-10-18 10:38:00-04:00,132.22999572753906,132.22999572753906,132.22999572753906,132.22999572753906,132.22999572753906,296
2024-10-18 10:39:00-04:00,132.2899932861328,132.3300018310547,132.2899932861328,132.3300018310547,132.3300018310547,1816
2024-10-18 10:40:00-04:00,132.25999450683594,132.28500366210938,132.24090576171875,132.24099731445312,132.24099731445312,1494
